player_name,player_id,batting_style,bowling_style,position,country
MW Short,426,right-hand-bat,right-arm-offbreak,Allrounder,Australia
Mandeep Singh,427,right-hand-bat,right-arm-fast-medium,Allrounder,India
Mashrafe Mortaza,428,right-hand-bat,right-arm-fast-medium,Bowler,Bangladesh
Mayank Dagar,429,right-hand-bat,slow-left-arm-orthodox,Bowler,India
Misbah-ul-Haq,430,right-hand-bat,legbreak,Batsman,Pakistan
Mohammad Ashraful,431,right-hand-bat,right-arm-offbreak,Batsman,Bangladesh
Mohammad Asif,432,right-hand-bat,right-arm-fast-medium,Bowler,Pakistan
Mohammad Hafeez,433,right-hand-bat,right-arm-offbreak,Allrounder,Pakistan
Mohammad Nabi,434,,,Batsman,Sweden
Mohammed Shami,435,right-hand-bat,right-arm-fast,Bowler,India
Mohammed Siraj,436,right-hand-bat,right-arm-fast-medium,Bowler,India
Mohit Rathee,437,right-hand-bat,legbreak-googly,Allrounder,India
Mohsin Khan,438,left-hand-bat,left-arm-fast-medium,Bowler,India
Monu Kumar,439,right-hand-bat,right-arm-fast-medium,Bowler,India
Mujeeb Ur Rahman,440,right-hand-bat,right-arm-offbreak,Bowler,Afghanistan
Mukesh Choudhary,441,left-hand-bat,left-arm-fast-medium,Bowler,India
Mukesh Kumar,442,,,Bowler,India
Musheer Khan,443,right-hand-bat,right-arm-fast,Bowler,Pakistan
Mustafizur Rahman,444,left-hand-bat,left-arm-fast-medium,Bowler,Bangladesh
N Burger,445,left-hand-bat,left-arm-fast-medium,Bowler,South Africa
N Jagadeesan,446,right-hand-bat,,Wicketkeeper,India
N Pooran,447,left-hand-bat,,Wicketkeeper,West Indies
N Rana,448,left-hand-bat,right-arm-offbreak,Batsman,India
N Saini,449,right-hand-bat,,Wicketkeeper,India
N Thushara,450,right-hand-bat,right-arm-fast-medium,Bowler,Sri Lanka
N Wadhera,451,left-hand-bat,legbreak,Batsman,India
NA Saini,452,,,Wicketkeeper,Germany
NB Singh,453,right-hand-bat,right-arm-fast-medium,Bowler,India
ND Doshi,454,,,,
NJ Maddinson,455,left-hand-bat,slow-left-arm-orthodox,Batsman,Australia
NJ Rimmington,456,right-hand-bat,right-arm-fast-medium,Bowler,Australia
NL McCullum,457,right-hand-bat,right-arm-offbreak,Bowler,New Zealand
NLTC Perera,458,left-hand-bat,right-arm-fast-medium,Bowling Allrounder,Sri Lanka
NM Coulter-Nile,459,right-hand-bat,right-arm-fast,Bowling Allrounder,Australia
NS Naik,460,,,,
NT Ellis,461,right-hand-bat,right-arm-fast-medium,Bowler,Australia
NV Ojha,462,right-hand-bat,,Wicketkeeper,India
Naman Dhir,463,,,,
Navdeep Saini,464,right-hand-bat,right-arm-fast,Bowler,India
Naveen-ul-Haq,465,right-hand-bat,right-arm-fast-medium,Bowler,Afghanistan
Niraj Patel,466,,,Wicketkeeper,Germany
Nithish Kumar Reddy,467,right-hand-bat,right-arm-fast-medium,Batting Allrounder,India
Noor Ahmad,468,left-hand-bat,slow-left-arm-orthodox,Bowler,Afghanistan
O Thomas,469,right-hand-bat,right-arm-fast,Bowler,Malta
OA Shah,470,right-hand-bat,right-arm-offbreak,Batsman,England
OC McCoy,471,left-hand-bat,left-arm-fast-medium,Bowler,West Indies
OF Smith,472,,,Bowler,Ireland Republic
P Amarnath,473,,,,
P Awana,474,right-hand-bat,right-arm-fast-medium,Bowler,India
P Chopra,475,,,,
P Dogra,476,right-hand-bat,legbreak,Batsman,India
P Dubey,477,right-hand-bat,legbreak-googly,Bowler,India
P Kumar,478,right-hand-bat,right-arm-fast-medium,Bowler,India
P Negi,479,left-hand-bat,slow-left-arm-orthodox,Bowler,India
P Parameswaran,480,right-hand-bat,left-arm-fast-medium,Bowler,India
P Prasanth,481,left-hand-bat,slow-left-arm-orthodox,Allrounder,India
P Ray Barman,482,right-hand-bat,legbreak-googly,Allrounder,India
P Sahu,483,,,,
P Simran Singh,484,right-hand-bat,left-arm-fast-medium,Bowler,India
P Suyal,485,right-hand-bat,left-arm-fast-medium,Bowler,India
PA Patel,486,left-hand-bat,,Wicketkeeper,India
PA Reddy,487,right-hand-bat,legbreak,Batsman,India
PBB Rajapaksa,488,,,,
PC Valthaty,489,right-hand-bat,right-arm-fast-medium,Batsman,India
PD Collingwood,490,right-hand-bat,right-arm-fast-medium,Allrounder,England
PD Salt,491,right-hand-bat,right-arm-offbreak,Wicketkeeper,England
PH Solanki,492,,,,
PHKD Mendis,493,,,,
PJ Cummins,494,right-hand-bat,right-arm-fast,Bowler,Australia
PJ Sangwan,495,right-hand-bat,left-arm-fast-medium,Bowler,India
PK Garg,496,right-hand-bat,right-arm-fast-medium,Batsman,India
PM Sarvesh Kumar,497,right-hand-bat,,Wicketkeeper,India
PN Mankad,498,right-hand-bat,right-arm-fast-medium,Allrounder,India
PP Chawla,499,left-hand-bat,legbreak,Allrounder,India
PP Ojha,500,left-hand-bat,slow-left-arm-orthodox,Bowler,India
PP Shaw,501,right-hand-bat,right-arm-offbreak,Batsman,India
PR Shah,502,,,,
PSP Handscomb,503,right-hand-bat,,Batsman,Australia
PV Tambe,504,right-hand-bat,legbreak,Bowler,India
PVD Chameera,505,right-hand-bat,right-arm-fast,Bowler,Sri Lanka
PVSN Raju,506,,,,
PWA Mulder,507,right-hand-bat,right-arm-fast-medium,Allrounder,South Africa
PWH de Silva,508,right-hand-bat,legbreak,Allrounder,Sri Lanka
Pankaj Singh,509,right-hand-bat,left-arm-fast-medium,Bowler,India
Parvez Rasool,510,right-hand-bat,right-arm-offbreak,Bowler,India
Prince Yadav,511,,,Allrounder,India
Priyansh Arya,512,,,,
Q de Kock,513,left-hand-bat,,Wicketkeeper,South Africa
R Ashwin,514,,,Allrounder,India
R Bhatia,515,right-hand-bat,right-arm-fast-medium,Allrounder,India
R Bishnoi,516,right-hand-bat,legbreak-googly,Bowler,India
R Dhawan,517,right-hand-bat,right-arm-fast-medium,Allrounder,India
R Dravid,518,right-hand-bat,right-arm-offbreak,Batsman,India
R Goyal,519,right-hand-bat,,Allrounder,Hungary
R McLaren,520,left-hand-bat,right-arm-fast-medium,Allrounder,South Africa
R Minz,521,left-hand-bat,,Wicketkeeper,India
R Ninan,522,,,,
R Parag,523,right-hand-bat,legbreak,Batsman,India
R Powell,524,right-hand-bat,right-arm-fast-medium,Batsman,West Indies
R Rampaul,525,left-hand-bat,right-arm-fast-medium,Bowler,West Indies
R Ravindra,526,left-hand-bat,slow-left-arm-orthodox,Batting Allrounder,New Zealand
R Sai Kishore,527,,,Bowler,India
R Sanjay Yadav,528,,,Allrounder,India
R Sathish,529,,,,
R Sharma,530,right-hand-bat,right-arm-fast-medium,Allrounder,India
R Shepherd,531,right-hand-bat,right-arm-fast-medium,Bowling Allrounder,West Indies
R Shukla,532,right-hand-bat,right-arm-fast-medium,Bowler,India
R Tewatia,533,left-hand-bat,legbreak,Allrounder,India
R Vinay Kumar,534,right-hand-bat,right-arm-fast-medium,Bowler,India
RA Bawa,535,,,,
RA Jadeja,536,left-hand-bat,slow-left-arm-orthodox,Allrounder,India
RA Shaikh,537,right-hand-bat,right-arm-offbreak,Bowler,India
RA Tripathi,538,right-hand-bat,right-arm-fast-medium,Batsman,India
RD Chahar,539,right-hand-bat,legbreak-googly,Bowler,India
RD Gaikwad,540,,,,
RD Rickelton,541,left-hand-bat,,Wicketkeeper,South Africa
RE Levi,542,,,,
RE van der Merwe,543,right-hand-bat,slow-left-arm-orthodox,Allrounder,Netherlands
RG More,544,right-hand-bat,right-arm-fast-medium,Bowler,India
RG Sharma,545,right-hand-bat,right-arm-offbreak,Batsman,India
RJ Gleeson,546,right-hand-bat,right-arm-fast-medium,Bowler,England
RJ Harris,547,right-hand-bat,right-arm-fast,Bowler,Australia
RJ Peterson,548,left-hand-bat,slow-left-arm-orthodox,Bowler,South Africa
RJ Quiney,549,left-hand-bat,right-arm-fast-medium,Batsman,Australia
RJW Topley,550,,,,
RK Bhui,551,right-hand-bat,legbreak-googly,Batsman,India
RK Singh,552,right-hand-bat,left-arm-fast-medium,Bowler,India
RM Patidar,553,right-hand-bat,right-arm-offbreak,Batsman,India
RN ten Doeschate,554,right-hand-bat,right-arm-fast-medium,Allrounder,Netherlands
RP Meredith,555,right-hand-bat,right-arm-fast,Bowler,Australia
RP Singh,556,right-hand-bat,left-arm-fast-medium,Bowler,India
RR Bhatkal,557,right-hand-bat,right-arm-fast-medium,Allrounder,India
RR Bose,558,,,,
RR Pant,559,left-hand-bat,,Wicketkeeper,India
RR Powar,560,right-hand-bat,right-arm-offbreak,Bowler,India
RR Raje,561,right-hand-bat,right-arm-fast-medium,Allrounder,India
RR Rossouw,562,left-hand-bat,right-arm-offbreak,Batsman,South Africa
RR Sarwan,563,right-hand-bat,legbreak,Batsman,West Indies
RS Bopara,564,right-hand-bat,right-arm-fast-medium,Batting Allrounder,England
RS Gavaskar,565,,,,
RS Hangargekar,566,right-hand-bat,right-arm-fast-medium,Allrounder,India
RS Sodhi,567,,,,
RT Ponting,568,right-hand-bat,right-arm-fast-medium,Batsman,Australia
RV Gomez,569,,,,
RV Patel,570,right-hand-bat,right-arm-fast-medium,Batsman,India
RV Uthappa,571,right-hand-bat,right-arm-fast-medium,Batsman,India
RW Price,572,right-hand-bat,slow-left-arm-orthodox,Bowler,Zimbabwe
Rahmanullah Gurbaz,573,right-hand-bat,,Wicketkeeper,Afghanistan
Ramandeep Singh,574,right-hand-bat,right-arm-fast-medium,Batsman,India
Rashid Khan,575,right-hand-bat,legbreak-googly,Bowler,Afghanistan
Rasikh Salam,576,right-hand-bat,right-arm-fast-medium,Bowler,India
Ravi Bishnoi,577,right-hand-bat,legbreak-googly,Bowler,India
S Anirudha,578,right-hand-bat,right-arm-fast-medium,Wicketkeeper,India
S Aravind,579,right-hand-bat,,Batsman,India
S Badree,580,right-hand-bat,legbreak,Batsman,West Indies
S Badrinath,581,right-hand-bat,right-arm-offbreak,Batsman,India
S Chanderpaul,582,left-hand-bat,legbreak,Batsman,West Indies
S Dhawan,583,left-hand-bat,right-arm-offbreak,Batsman,India
S Dube,584,left-hand-bat,right-arm-fast-medium,Allrounder,India
S Gopal,585,right-hand-bat,legbreak,Allrounder,India
S Joseph,586,right-hand-bat,right-arm-fast-medium,Allrounder,Malta
S Kaul,587,right-hand-bat,right-arm-fast-medium,Bowler,India
S Kaushik,588,,,Allrounder,India
S Ladda,589,right-hand-bat,legbreak,Bowler,India
S Lamichhane,590,right-hand-bat,legbreak-googly,Bowler,Nepal
S Midhun,591,right-hand-bat,right-arm-offbreak,Allrounder,India
S Nadeem,592,right-hand-bat,slow-left-arm-orthodox,Bowler,India
S Narwal,593,left-hand-bat,right-arm-fast-medium,Allrounder,India
S Rana,594,,,Bowler,Finland
S Randiv,595,right-hand-bat,right-arm-offbreak,Allrounder,Sri Lanka
S Sandeep Warrier,596,right-hand-bat,right-arm-fast-medium,Bowler,India
S Sohal,597,right-hand-bat,legbreak,Batsman,USA
S Sreesanth,598,,,,
S Sriram,599,right-hand-bat,legbreak,Bowler,India
S Tyagi,600,,,,
S Vidyut,601,right-hand-bat,right-arm-fast-medium,Allrounder,India
SA Abbott,602,right-hand-bat,right-arm-fast-medium,Allrounder,Australia
SA Asnodkar,603,,,,
SA Yadav,604,right-hand-bat,right-arm-fast,Allrounder,India
SB Bangar,605,right-hand-bat,right-arm-fast-medium,Allrounder,India
SB Dubey,606,left-hand-bat,right-arm-offbreak,Bowler,India
SB Jakati,607,left-hand-bat,slow-left-arm-orthodox,Bowler,India
SB Joshi,608,,,,
SB Styris,609,right-hand-bat,right-arm-fast-medium,Allrounder,New Zealand
SB Wagh,610,left-hand-bat,left-arm-fast-medium,Allrounder,India
SC Ganguly,611,left-hand-bat,right-arm-fast-medium,Batsman,India
SC Kuggeleijn,612,right-hand-bat,right-arm-fast-medium,Bowling Allrounder,New Zealand
SD Chitnis,613,right-hand-bat,right-arm-offbreak,Allrounder,India
SD Hope,614,right-hand-bat,,Wicketkeeper,West Indies
SD Lad,615,,,,
SE Bond,616,right-hand-bat,right-arm-fast,Bowler,New Zealand
SE Marsh,617,left-hand-bat,slow-left-arm-orthodox,Top Order Batter,Australia
SE Rutherford,618,left-hand-bat,right-arm-fast-medium,Middle Order Batter,West Indies
SH Johnson,619,right-hand-bat,right-arm-fast,Allrounder,New Zealand
SJ Srivastava,620,,,Bowler,Spain
SK Raina,621,left-hand-bat,right-arm-offbreak,Batsman,India
SK Rasheed,622,,,Batsman,India
SK Trivedi,623,,,Batsman,Hungary
SK Warne,624,right-hand-bat,legbreak-googly,Bowler,Australia
SL Malinga,625,right-hand-bat,right-arm-fast,Bowler,Sri Lanka
SM Boland,626,right-hand-bat,right-arm-fast-medium,Bowler,Australia
SM Curran,627,left-hand-bat,left-arm-fast-medium,Allrounder,England
SM Harwood,628,,,,
SM Katich,629,left-hand-bat,slow-left-arm-orthodox,Batsman,Australia
SM Pollock,630,right-hand-bat,right-arm-fast-medium,Bowler,South Africa
SMSM Senanayake,631,right-hand-bat,right-arm-offbreak,Allrounder,Sri Lanka
SN Khan,632,left-hand-bat,right-arm-fast,Bowler,Afghanistan
SN Thakur,633,right-hand-bat,right-arm-fast-medium,Bowler,India
SO Hetmyer,634,left-hand-bat,,Batsman,West Indies
SP Fleming,635,left-hand-bat,,Batsman,New Zealand
SP Goswami,636,left-hand-bat,,Wicketkeeper,India
SP Jackson,637,right-hand-bat,,Wicketkeeper,India
SP Narine,638,left-hand-bat,right-arm-offbreak,Bowler,West Indies
SPD Smith,639,right-hand-bat,legbreak-googly,Middle Order Batter,Australia
SR Tendulkar,640,right-hand-bat,legbreak,Batsman,India
SR Watson,641,right-hand-bat,right-arm-fast-medium,Allrounder,Australia
SS Agarwal,642,right-hand-bat,legbreak-googly,Bowler,India
SS Cottrell,643,right-hand-bat,left-arm-fast-medium,Bowler,West Indies
SS Iyer,644,right-hand-bat,legbreak-googly,Batsman,India
SS Mundhe,645,,,,
SS Prabhudessai,646,right-hand-bat,,Batsman,India
SS Sarkar,647,,,,
SS Shaikh,648,left-hand-bat,slow-left-arm-orthodox,Batsman,India
SS Tiwary,649,left-hand-bat,,Batsman,India
SSB Magala,650,,,,
ST Jayasuriya,651,left-hand-bat,slow-left-arm-orthodox,Allrounder,Sri Lanka
STR Binny,652,right-hand-bat,right-arm-fast-medium,Allrounder,India
SV Samson,653,right-hand-bat,,Wicketkeeper,India
SW Billings,654,right-hand-bat,,Wicketkeeper,England
SW Tait,655,right-hand-bat,right-arm-fast,Bowler,Australia
SZ Mulani,656,left-hand-bat,slow-left-arm-orthodox,Allrounder,India
Sachin Baby,657,left-hand-bat,right-arm-offbreak,Batsman,India
Salman Butt,658,right-hand-bat,right-arm-offbreak,Batsman,Pakistan
Sameer Rizvi,659,,,,
Sandeep Sharma,660,right-hand-bat,right-arm-fast-medium,Bowler,India
Sanvir Singh,661,right-hand-bat,right-arm-fast-medium,Allrounder,India
Saurav Chauhan,662,right-hand-bat,,Batsman,India
Sediqullah Atal,663,left-hand-bat,,Batsman,Afghanistan
Shahbaz Ahmed,664,left-hand-bat,slow-left-arm-orthodox,Allrounder,India
Shahid Afridi,665,right-hand-bat,legbreak,Allrounder,Pakistan
Shakib Al Hasan,666,left-hand-bat,slow-left-arm-orthodox,Allrounder,Bangladesh
Shashank Singh,667,right-hand-bat,right-arm-offbreak,Allrounder,India
Shivam Mavi,668,right-hand-bat,right-arm-fast-medium,Bowler,India
Shivam Sharma,669,right-hand-bat,right-arm-offbreak,Bowler,India
Shivam Singh,670,right-hand-bat,right-arm-offbreak,Allrounder,India
Shoaib Ahmed,671,right-hand-bat,right-arm-fast-medium,Allrounder,Cyprus
Shoaib Akhtar,672,right-hand-bat,right-arm-fast,Bowler,Pakistan
Shoaib Malik,673,right-hand-bat,right-arm-offbreak,Allrounder,Pakistan
Shubman Gill,674,right-hand-bat,right-arm-offbreak,Batsman,India
Sikandar Raza,675,right-hand-bat,right-arm-offbreak,Allrounder,Zimbabwe
Simarjeet Singh,676,right-hand-bat,right-arm-fast-medium,Bowler,India
Sohail Tanvir,677,left-hand-bat,left-arm-fast-medium,Bowler,Pakistan
Sumit Kumar,678,right-hand-bat,,Wicketkeeper,India
Sunny Gupta,679,,,Batsman,India
Sunny Singh,680,right-hand-bat,right-arm-fast-medium,Batsman,India
Suryansh Shedge,681,right-hand-bat,,Batsman,India
Suyash Sharma,682,right-hand-bat,legbreak,Bowler,India
Swapnil Singh,683,right-hand-bat,slow-left-arm-orthodox,Bowler,India
T Banton,684,right-hand-bat,,Batsman,England
T Henderson,685,,,,
T Kohler-Cadmore,686,right-hand-bat,right-arm-offbreak,Batsman,England
T Kohli,687,,,,
T Natarajan,688,left-hand-bat,left-arm-fast-medium,Bowler,India
T Shamsi,689,right-hand-bat,slow-left-arm-orthodox,Bowler,South Africa
T Stubbs,690,right-hand-bat,legbreak,Wicketkeeper,South Africa
T Taibu,691,right-hand-bat,right-arm-fast-medium,Wicketkeeper,Zimbabwe
T Thushara,692,left-hand-bat,left-arm-fast-medium,Bowler,Sri Lanka
TA Boult,693,right-hand-bat,left-arm-fast-medium,Bowler,New Zealand
TD Paine,694,right-hand-bat,right-arm-fast-medium,Wicketkeeper,Australia
TG Southee,695,right-hand-bat,right-arm-fast-medium,Bowler,New Zealand
TH David,696,right-hand-bat,right-arm-offbreak,Batsman,Australia
TK Curran,697,right-hand-bat,right-arm-fast-medium,Bowling Allrounder,England
TL Seifert,698,right-hand-bat,,Wicketkeeper,New Zealand
TL Suman,699,,,,
TM Dilshan,700,right-hand-bat,right-arm-offbreak,Allrounder,Sri Lanka
TM Head,701,left-hand-bat,right-arm-offbreak,Middle Order Batter,Australia
TM Srivastava,702,,,Bowler,Oman
TP Sudhindra,703,,,,
TR Birt,704,,,,
TS Mills,705,right-hand-bat,left-arm-fast,Bowler,England
TU Deshpande,706,left-hand-bat,right-arm-fast-medium,Bowler,India
Tanush Kotian,707,right-hand-bat,right-arm-offbreak,Allrounder,India
Tejas Baroka,708,right-hand-bat,legbreak-googly,Bowler,India
Tilak Varma,709,left-hand-bat,right-arm-offbreak,Batting Allrounder,India
U Kaul,710,,,,
UA Birla,711,right-hand-bat,right-arm-fast-medium,Batsman,India
UBT Chand,712,right-hand-bat,right-arm-offbreak,Batsman,India
UT Khawaja,713,left-hand-bat,right-arm-fast-medium,Batsman,Australia
UT Yadav,714,right-hand-bat,right-arm-fast,Bowler,India
Umar Gul,715,right-hand-bat,right-arm-fast-medium,Bowler,Pakistan
Umran Malik,716,right-hand-bat,right-arm-fast-medium,Bowler,India
Urvil Patel,717,right-hand-bat,,Wicketkeeper,India
V Kaverappa,718,right-hand-bat,right-arm-fast-medium,Bowler,India
V Kohli,719,right-hand-bat,right-arm-fast-medium,Batsman,India
V Nigam,720,,,,
V Pratap Singh,721,right-hand-bat,right-arm-fast-medium,Bowler,India
V Puthur,722,,,,
V Sehwag,723,right-hand-bat,right-arm-offbreak,Batsman,India
V Shankar,724,right-hand-bat,right-arm-fast-medium,Allrounder,India
V Suryavanshi,725,,,,
V Viyaskanth,726,right-hand-bat,right-arm-fast-medium,Bowler,India
VG Arora,727,right-hand-bat,right-arm-fast-medium,Bowler,India
VH Zol,728,,,,
VR Aaron,729,right-hand-bat,right-arm-fast,Bowler,India
VR Iyer,730,left-hand-bat,right-arm-fast-medium,Allrounder,India
VRV Singh,731,,,Batsman,Croatia
VS Malik,732,,,Allrounder,Estonia
VS Yeligati,733,,,,
VVS Laxman,734,,,,
VY Mahesh,735,right-hand-bat,right-arm-fast-medium,Allrounder,India
Vijaykumar Vyshak,736,right-hand-bat,right-arm-fast-medium,Bowler,India
Virat Singh,737,left-hand-bat,legbreak-googly,Batsman,India
Vishnu Vinod,738,right-hand-bat,,Wicketkeeper,India
Vivrant Sharma,739,left-hand-bat,legbreak-googly,Batsman,India
W Jaffer,740,,,,
W O'Rourke,741,right-hand-bat,right-arm-fast-medium,Bowler,New Zealand
WA Mota,742,,,,
WD Parnell,743,left-hand-bat,left-arm-fast-medium,Bowler,South Africa
WG Jacks,744,right-hand-bat,right-arm-offbreak,Batsman,England
WP Saha,745,right-hand-bat,,Wicketkeeper,India
WPUJC Vaas,746,left-hand-bat,left-arm-fast-medium,Bowler,Sri Lanka
Washington Sundar,747,left-hand-bat,right-arm-offbreak,Bowling Allrounder,India
X Thalaivan Sargunam,748,right-hand-bat,right-arm-offbreak,Batsman,India
XC Bartlett,749,right-hand-bat,right-arm-fast-medium,Bowler,Australia
Y Gnaneswara Rao,750,,,Batsman,Cyprus
Y Nagar,751,right-hand-bat,right-arm-offbreak,Allrounder,India
Y Prithvi Raj,752,left-hand-bat,left-arm-fast-medium,Bowler,India
Y Venugopal Rao,753,right-hand-bat,right-arm-offbreak,Batsman,India
YA Abdulla,754,,,Allrounder,Sweden
YBK Jaiswal,755,,,,
YK Pathan,756,right-hand-bat,right-arm-offbreak,Allrounder,India
YS Chahal,757,right-hand-bat,legbreak-googly,Bowler,India
YV Dhull,758,right-hand-bat,right-arm-offbreak,Batsman,India
YV Takawale,759,right-hand-bat,,Wicketkeeper,India
Yash Dayal,760,left-hand-bat,left-arm-fast-medium,Bowler,India
Yash Thakur,761,right-hand-bat,right-arm-fast-medium,Bowler,India
Yashpal Singh,762,,,Bowler,Portugal
Younis Khan,763,right-hand-bat,right-arm-fast-medium,Batsman,Pakistan
Yudhvir Singh,764,,,Batsman,Spain
Yuvraj Singh,765,left-hand-bat,slow-left-arm-orthodox,Allrounder,India
Z Khan,766,right-hand-bat,left-arm-fast-medium,Bowler,India
Zeeshan Ansari,767,,,Wicketkeeper,Spain
